Time,Temperature °C,Humidity %,pTemperature °C,pressure
2021-09-07 16:37:20.616906,22,61,22,1023
2021-09-07 16:37:30.761244,22,61,22,1023
2021-09-07 16:37:40.886660,22,61,22,1023
2021-09-08 09:13:45.024730,23,61,23,1020
2021-09-08 09:13:55.169054,23,60,23,1020
2021-09-08 09:14:05.266251,23,60,23,1020
2021-09-08 09:14:15.355201,23,60,23,1020
2021-09-08 09:14:25.441905,23,60,23,1020
2021-09-08 09:14:35.615556,23,60,23,1020
2021-09-08 09:14:45.748972,23,60,23,1020
2021-09-08 09:14:55.855839,23,60,23,1020
2021-09-08 09:15:05.945003,23,60,23,1020
2021-09-08 09:15:16.064659,23,60,23,1020
2021-09-08 09:15:26.202526,23,60,23,1020
2021-09-08 09:15:36.349330,23,60,23,1020
2021-09-08 09:15:46.467644,23,60,23,1020
2021-09-08 09:15:56.609248,23,60,23,1020
2021-09-08 09:16:06.744739,23,60,23,1020
2021-09-08 09:16:16.831408,23,60,23,1020
2021-09-08 09:16:27.016926,23,60,23,1020
2021-09-08 09:16:37.164822,23,60,23,1020
2021-09-08 09:16:47.247631,23,60,23,1020
2021-09-08 09:16:57.344554,23,60,23,1020
2021-09-08 09:17:07.469648,23,60,23,1020
2021-09-08 09:17:17.610144,23,60,23,1020
2021-09-08 09:17:27.761959,23,60,23,1020
2021-09-08 09:17:37.850769,23,60,23,1020
2021-09-08 09:17:47.952772,23,60,23,1020
2021-09-08 09:17:58.061629,23,60,23,1020
2021-09-08 09:18:08.207202,23,60,23,1020
2021-09-08 09:18:18.334181,23,60,23,1020
2021-09-08 09:18:28.469310,23,60,23,1020
2021-09-08 09:18:38.611554,23,60,23,1020
2021-09-08 09:18:48.711443,23,61,23,1020
2021-09-08 09:18:58.803306,23,61,23,1020
2021-09-08 09:19:08.938646,23,60,23,1020
2021-09-08 09:19:19.068195,23,61,23,1020
2021-09-08 09:19:29.198620,23,61,23,1020
2021-09-08 09:19:39.292828,23,61,23,1020
2021-09-08 09:19:49.385096,23,61,23,1020
2021-09-08 09:19:59.515597,23,60,23,1020
2021-09-08 09:20:09.652495,23,60,23,1020
2021-09-08 09:20:19.791273,23,60,23,1020
2021-09-08 09:20:29.918132,23,60,23,1020
2021-09-08 09:20:40.058027,23,60,23,1020
2021-09-08 09:20:50.194843,23,60,23,1020
2021-09-08 09:21:00.351302,23,60,23,1020
2021-09-08 09:21:10.482987,23,60,23,1020
2021-09-08 09:21:20.602656,23,60,23,1020
2021-09-08 09:21:30.743612,23,60,23,1020
2021-09-08 09:21:40.844341,23,60,23,1020
2021-09-08 09:21:51.020121,23,60,23,1020
2021-09-08 09:22:01.167263,23,60,23,1020
2021-09-08 09:22:11.258479,23,60,23,1020
2021-09-08 09:22:21.341891,23,60,23,1020
2021-09-08 09:22:31.468930,23,60,23,1020
2021-09-08 09:22:41.606919,23,60,23,1020
2021-09-08 09:22:51.747080,23,60,23,1020
2021-09-08 09:23:01.878791,23,60,23,1020
2021-09-08 09:23:11.971270,23,60,23,1020
2021-09-08 09:23:22.163622,23,60,23,1020
2021-09-08 09:23:32.303977,23,60,23,1020
2021-09-08 09:23:42.386123,23,60,23,1020
2021-09-08 09:23:52.578564,23,60,23,1020
2021-09-08 09:24:02.705899,23,60,23,1020
2021-09-08 09:24:12.848937,23,60,23,1020
2021-09-08 09:24:22.979787,23,60,23,1020
2021-09-08 09:24:33.127185,23,60,23,1020
2021-09-08 09:24:43.211360,23,60,23,1020
2021-09-08 09:24:53.307575,23,60,23,1020
2021-09-08 09:25:03.426298,23,60,23,1020
2021-09-08 09:25:13.568236,23,60,23,1020
2021-09-08 09:25:23.707897,23,60,23,1020
2021-09-08 09:25:33.851912,23,60,23,1020
2021-09-08 09:25:43.990205,23,60,23,1020
2021-09-08 09:25:54.082115,23,60,23,1020
2021-09-08 09:26:04.255928,23,60,23,1020
2021-09-08 09:26:14.344904,23,60,23,1020
2021-09-08 09:26:24.429492,23,60,23,1020
2021-09-08 09:26:34.517239,23,60,23,1020
2021-09-08 09:26:44.603712,23,60,23,1020
2021-09-08 09:26:54.740392,23,60,23,1020
2021-09-08 09:27:04.834004,23,60,23,1020
2021-09-08 09:27:15.021822,23,60,23,1020
2021-09-08 09:27:25.160088,23,60,23,1020
2021-09-08 09:27:35.308405,23,60,23,1020
2021-09-08 09:27:45.393066,23,60,23,1020
2021-09-08 09:27:55.562036,23,60,23,1020
2021-09-08 09:28:05.709427,23,60,23,1020
2021-09-08 09:28:15.839210,23,60,23,1020
2021-09-08 09:28:25.994069,23,60,23,1020
2021-09-08 09:28:36.113978,23,60,23,1020
2021-09-08 09:28:46.198646,23,60,23,1020
2021-09-08 09:28:56.284204,23,60,23,1020
2021-09-08 09:29:06.374636,23,60,23,1020
2021-09-08 09:29:16.572019,23,60,23,1020
2021-09-08 09:29:26.696342,23,60,23,1020
2021-09-08 09:29:36.844202,23,60,23,1020
2021-09-08 09:29:46.970800,23,60,23,1020
2021-09-08 09:29:57.124888,23,60,23,1020
2021-09-08 09:30:07.252865,23,60,23,1020
2021-09-08 09:30:17.349732,23,60,23,1020
2021-09-08 09:30:27.443970,23,60,23,1020
2021-09-08 09:30:37.571238,23,60,23,1020
2021-09-08 09:30:47.661770,23,60,23,1020
2021-09-08 09:30:57.848414,23,60,23,1020
2021-09-08 09:31:07.976337,23,60,23,1020
2021-09-08 09:31:18.116417,23,60,23,1020
2021-09-08 09:31:28.212819,23,60,23,1020
2021-09-08 09:31:38.299229,23,60,23,1020
2021-09-08 09:31:48.428213,23,60,23,1020
2021-09-08 09:31:58.572446,23,60,23,1020
2021-09-08 09:32:08.705639,23,60,23,1020
2021-09-08 09:32:18.880724,23,60,23,1020
2021-09-08 09:32:28.970810,23,60,23,1020
2021-09-08 09:32:39.111122,23,60,23,1020
2021-09-08 09:32:49.258944,23,60,23,1020
2021-09-08 09:32:59.353954,23,60,23,1020
2021-09-08 09:33:09.443334,23,60,23,1020
2021-09-08 09:33:19.566787,23,60,23,1020
2021-09-08 09:33:29.708113,23,60,23,1020
2021-09-08 09:33:39.794240,23,60,23,1020
2021-09-08 09:33:49.972153,23,60,23,1020
2021-09-08 14:40:35.475530,25,43,26,1018
2021-09-08 14:40:45.602654,25,44,26,1017
2021-09-08 14:40:59.219121,25,44,26,1017
2021-09-08 14:41:09.311647,25,44,26,1017
2021-09-08 14:41:19.401247,25,44,26,1017
2021-09-08 14:41:29.539205,25,44,26,1017
2021-09-08 14:41:39.678314,25,44,26,1017
2021-09-08 14:41:49.816775,25,44,26,1017
2021-09-08 14:41:59.943020,25,43,26,1017
2021-09-08 14:42:10.091489,25,43,26,1017
2021-09-08 14:42:20.221601,25,43,26,1017
2021-09-08 14:42:30.378173,25,43,26,1017
2021-09-08 14:42:40.472401,25,43,26,1017
2021-09-08 14:42:50.656444,25,43,26,1017
2021-09-08 14:43:00.780885,25,43,26,1017
2021-09-08 14:43:10.923263,25,44,26,1017
2021-09-08 14:43:21.047834,25,44,26,1017
2021-09-08 14:43:31.197004,25,44,26,1017
2021-09-08 14:43:41.343399,25,43,26,1017
2021-09-08 14:43:51.480546,25,43,26,1017
2021-09-08 14:44:01.573848,25,43,26,1017
2021-09-08 14:44:11.667731,25,43,26,1017
2021-09-08 14:44:21.772203,25,43,26,1017
2021-09-08 14:44:31.912691,25,43,26,1017
2021-09-08 14:44:42.047578,25,43,26,1017
2021-09-08 14:44:52.192452,25,44,26,1017
2021-09-08 14:45:02.327734,25,44,26,1017
2021-09-08 14:45:12.466724,25,44,26,1017
2021-09-08 14:45:22.556178,25,44,26,1017
2021-09-08 14:45:32.743390,25,44,26,1017
2021-09-08 14:45:42.883854,25,44,26,1017
2021-09-08 14:45:53.031763,25,44,26,1017
2021-09-08 14:46:03.160101,25,44,26,1017
2021-09-08 14:46:13.285649,25,44,26,1017
2021-09-08 14:46:23.389006,25,44,26,1017
2021-09-08 14:46:33.565003,25,44,26,1017
2021-09-08 14:46:43.666481,25,44,26,1017
2021-09-08 14:46:53.841834,25,44,26,1017
2021-09-08 14:47:03.941749,25,44,26,1017
2021-09-08 14:47:14.136521,25,43,26,1017
2021-09-08 14:47:24.250835,25,43,26,1017
2021-09-08 14:47:34.389949,25,43,26,1017
2021-09-08 14:47:44.487972,25,43,26,1017
2021-09-08 14:47:54.661090,25,44,26,1017
2021-09-08 14:48:04.755198,25,44,26,1017
2021-09-08 14:48:14.939564,25,44,26,1017
2021-09-08 14:48:25.085375,25,44,26,1017
2021-09-08 14:48:35.224775,25,44,26,1017
2021-09-08 14:48:45.310917,25,44,26,1017
2021-09-08 14:48:55.487696,25,44,26,1017
2021-09-08 14:49:05.581935,25,44,26,1017
2021-09-08 14:49:15.784135,25,44,26,1017
2021-09-08 14:49:25.879850,25,44,26,1017
2021-09-08 14:49:36.059675,25,44,26,1017
2021-09-08 14:49:46.197557,25,45,26,1017
2021-09-08 14:49:56.323214,25,44,26,1017
2021-09-08 14:50:06.416056,25,44,26,1017
2021-09-08 14:50:16.597067,25,44,26,1017
2021-09-08 14:50:26.748713,25,44,26,1017
2021-09-08 14:50:36.865692,25,44,26,1017
2021-09-08 14:50:46.953558,25,44,26,1017
2021-09-08 14:50:57.140227,25,44,26,1017
2021-09-08 14:51:07.276822,25,44,25,1017
2021-09-08 14:51:17.432503,25,44,25,1017
2021-09-08 14:51:27.528354,25,44,25,1017
2021-09-08 14:51:37.700323,25,44,25,1017
2021-09-08 14:51:47.832865,25,44,25,1017
2021-09-08 14:51:57.975074,25,44,25,1017
2021-09-08 14:52:08.111460,25,44,26,1017
2021-09-08 14:52:18.258147,25,44,26,1017
2021-09-08 14:52:28.388122,25,44,26,1017
2021-09-08 14:52:38.517131,25,44,26,1017
2021-09-08 14:52:48.671349,25,44,26,1017
2021-09-08 14:52:58.799506,25,44,26,1017
2021-09-08 14:53:08.933697,25,44,26,1017
2021-09-08 14:53:19.069176,25,44,26,1017
2021-09-08 14:53:29.204223,25,44,26,1017
2021-09-08 14:53:39.362936,25,44,26,1017
2021-09-08 14:53:49.457285,25,44,26,1017
2021-09-08 14:53:59.624872,25,44,26,1017
2021-09-08 14:54:09.715427,25,44,26,1017
2021-09-08 14:54:19.910236,25,44,26,1017
2021-09-08 14:54:30.030666,25,44,26,1017
2021-09-08 14:54:40.167184,25,44,26,1017
2021-09-08 14:54:50.311895,25,44,26,1017
2021-09-08 14:55:00.461104,25,44,26,1017
2021-09-08 14:55:10.558854,25,44,26,1017
2021-09-08 14:55:20.722222,25,44,26,1017
2021-09-08 14:55:30.818091,25,44,26,1017
2021-09-08 14:55:41.002499,25,44,26,1017
2021-09-08 14:55:51.137665,25,44,26,1017
2021-09-08 14:56:01.266073,25,44,26,1017
2021-09-08 14:56:11.359405,25,44,26,1017
2021-09-08 14:56:21.543721,25,44,26,1017
2021-09-08 14:56:31.677775,25,44,26,1017
2021-09-08 14:56:41.825737,25,44,26,1017
2021-09-08 14:56:51.955612,25,44,26,1017
2021-09-08 14:57:02.115484,25,44,25,1017
2021-09-08 14:57:12.204853,25,44,25,1017
2021-09-08 14:57:22.390559,25,44,25,1017
2021-09-08 14:57:32.478205,25,44,25,1017
2021-09-08 14:57:42.650312,25,44,25,1017
2021-09-08 14:57:52.740769,25,44,25,1017
2021-09-08 14:58:02.926509,25,44,25,1017
2021-09-08 14:58:13.075637,25,44,25,1017
2021-09-08 14:58:23.214889,25,44,25,1017
2021-09-08 14:58:33.341476,25,44,25,1017
2021-09-08 14:58:43.506132,25,44,25,1017
2021-09-08 14:58:53.767851,25,44,25,1017
2021-09-08 14:59:03.968113,25,44,25,1017
2021-09-08 14:59:14.096476,25,44,25,1017
2021-09-08 14:59:24.227530,25,45,25,1017
2021-09-08 14:59:34.363516,25,45,25,1017
2021-09-08 14:59:44.508382,25,45,25,1017
2021-09-08 14:59:54.603365,25,45,25,1017
2021-09-08 15:00:04.699195,25,45,26,1017
2021-09-08 15:00:14.868644,25,45,26,1017
2021-09-08 15:00:24.952571,25,45,26,1017
2021-09-08 15:00:35.104476,25,45,26,1017
2021-09-08 15:00:45.201861,25,45,26,1017
2021-09-08 15:00:55.366173,25,45,26,1017
2021-09-08 15:01:05.455224,25,45,26,1017
2021-09-08 15:01:15.643128,25,45,26,1017
2021-09-08 15:01:25.777646,25,45,26,1017
2021-09-08 15:01:35.932366,25,45,26,1017
2021-09-08 15:01:46.053735,25,45,26,1017
2021-09-08 15:01:56.197116,25,45,26,1017
2021-09-08 15:02:06.331150,25,45,26,1017
2021-09-08 15:02:16.424076,25,45,26,1017
2021-09-08 15:02:26.621352,25,45,26,1017
2021-09-08 15:02:36.746178,25,45,26,1017
2021-09-08 15:02:46.876942,25,45,26,1017
2021-09-08 15:02:57.033853,25,45,26,1017
2021-09-08 15:03:07.169974,25,45,26,1017
2021-09-08 15:03:17.295114,25,45,26,1017
2021-09-08 15:03:27.438135,25,45,26,1017
2021-09-08 15:03:37.526833,25,45,26,1017
2021-09-08 15:03:47.705582,25,45,26,1017
2021-09-08 15:03:57.808284,25,45,26,1017
2021-09-08 15:04:07.985857,25,45,26,1017
2021-09-08 15:04:18.125906,25,45,26,1017
2021-09-08 15:04:28.264614,25,45,26,1017
2021-09-08 15:04:38.356327,25,45,26,1017
2021-09-08 15:04:48.545941,25,45,26,1017
2021-09-08 15:04:58.685106,25,45,26,1017
2021-09-08 15:05:08.812919,25,45,26,1017
2021-09-08 15:05:18.964218,25,45,26,1017
2021-09-08 15:05:29.088453,25,45,26,1017
2021-09-08 15:05:39.225336,25,45,26,1017
2021-09-08 15:05:49.360250,25,45,26,1017
2021-09-08 15:05:59.447978,25,45,26,1017
2021-09-08 15:06:09.628791,25,45,26,1017
2021-09-08 15:06:19.776923,25,45,26,1017
2021-09-08 15:06:29.912010,25,45,26,1017
2021-09-08 15:06:40.044532,25,45,26,1017
2021-09-08 15:06:50.201881,25,45,26,1017
2021-09-08 15:07:00.335945,25,45,26,1017
2021-09-08 15:07:10.488104,25,45,26,1017
2021-09-08 15:07:20.604013,25,45,26,1017
2021-09-08 15:07:30.732378,25,45,26,1017
2021-09-08 15:07:40.835443,25,45,26,1017
2021-09-08 15:07:51.003799,25,45,26,1017
2021-09-08 15:08:01.162468,25,45,26,1017
2021-09-08 15:08:11.283644,25,45,26,1017
2021-09-08 15:08:21.378343,25,45,26,1017
2021-09-08 15:08:31.557606,25,45,26,1017
2021-09-08 15:08:41.659437,25,45,26,1017
2021-09-08 15:08:51.850433,25,45,26,1017
2021-09-08 15:09:01.997758,25,45,26,1017
2021-09-08 15:09:12.128192,25,45,26,1017
2021-09-08 15:09:22.262374,25,45,26,1017
2021-09-08 15:09:32.398987,25,45,26,1017
2021-09-08 15:09:42.492550,25,45,26,1017
2021-09-08 15:09:52.678661,25,45,26,1017
2021-09-08 15:10:02.766564,25,45,26,1017
2021-09-08 15:10:12.953367,25,45,26,1017
2021-09-08 15:10:23.093976,25,45,26,1017
2021-09-08 15:10:33.227920,25,45,26,1017
2021-09-08 15:10:43.357420,25,45,26,1017
2021-09-08 15:10:53.492004,25,45,26,1017
2021-09-08 15:11:03.622232,25,45,26,1017
2021-09-08 15:11:13.762459,25,45,26,1017
2021-09-08 15:11:23.858401,25,45,26,1017
2021-09-08 15:11:34.057450,25,45,26,1017
2021-09-08 15:11:44.191803,25,45,26,1017
2021-09-08 15:11:54.327973,25,45,26,1017
2021-09-08 15:12:04.427954,25,44,26,1017
2021-09-08 15:12:14.594542,25,44,26,1017
2021-09-08 15:12:24.738917,25,44,26,1017
2021-09-08 15:12:34.860916,25,45,26,1017
2021-09-08 15:12:45.016118,25,45,26,1017
2021-09-08 15:12:55.151508,25,45,26,1017
2021-09-08 15:13:05.283359,25,45,26,1017
