Time,Temperature °C,Humidity %,pTemperature °C,pressure,Lux
2021-09-18 19:57:08.332571,22,65,22.72,1018.328,0
2021-09-18 19:57:13.432906,22,66,22.71,1018.335,0
2021-09-18 19:57:18.518580,22,66,22.71,1018.328,0
2021-09-18 19:57:23.688770,22,66,22.71,1018.327,0
2021-09-18 19:57:28.805219,22,66,22.71,1018.334,0
2021-09-18 19:57:33.927382,22,65,22.7,1018.328,0
2021-09-18 19:57:39.054413,22,65,22.7,1018.333,0
2021-09-18 19:57:44.167866,22,66,22.7,1018.326,0
2021-09-18 19:57:49.292303,22,66,22.7,1018.332,0
2021-09-18 19:57:54.405025,22,66,22.7,1018.336,0
2021-09-18 19:57:59.532226,22,66,22.7,1018.345,0
2021-09-18 19:58:04.638935,22,66,22.69,1018.345,0
2021-09-18 19:58:09.771423,22,66,22.69,1018.345,0
2021-09-18 19:58:14.895898,22,66,22.69,1018.345,0
2021-09-18 19:58:20.011102,22,67,22.69,1018.347,0
2021-09-18 19:58:25.134758,22,66,22.69,1018.352,0
2021-09-18 19:58:30.243937,22,65,22.69,1018.356,0
2021-09-18 19:58:35.377294,22,65,22.68,1018.354,0
2021-09-18 19:58:40.483522,22,66,22.68,1018.35,0
2021-09-18 19:58:45.610265,22,65,22.68,1018.348,0
2021-09-18 19:58:50.724007,22,65,22.68,1018.343,0
2021-09-18 19:58:55.850307,22,65,22.68,1018.343,0
2021-09-18 19:59:00.979304,22,66,22.67,1018.349,0
2021-09-18 19:59:06.085291,22,66,22.67,1018.344,0
2021-09-18 19:59:11.203277,22,66,22.67,1018.339,0
2021-09-18 19:59:16.329322,22,66,22.67,1018.342,0
2021-09-18 19:59:21.448938,22,66,22.67,1018.347,0
2021-09-18 19:59:26.571485,22,67,22.66,1018.35,0
2021-09-18 19:59:31.689976,22,67,22.66,1018.357,0
2021-09-18 19:59:36.805830,22,66,22.66,1018.357,0
2021-09-18 19:59:41.923470,22,66,22.66,1018.357,0
2021-09-18 19:59:47.054567,22,66,22.66,1018.362,0
2021-09-18 19:59:52.168309,22,66,22.66,1018.36,0
2021-09-18 19:59:57.282301,22,66,22.65,1018.355,0
2021-09-18 20:00:02.408713,22,67,22.65,1018.356,0
2021-09-18 20:00:07.532310,22,66,22.65,1018.359,0
2021-09-18 20:00:12.643192,22,66,22.65,1018.357,0
2021-09-18 20:00:17.766849,22,67,22.65,1018.365,0
2021-09-18 20:00:22.891154,22,66,22.65,1018.373,0
2021-09-18 20:00:28.010109,22,66,22.64,1018.37,0
2021-09-18 20:00:33.129342,22,65,22.64,1018.373,0
2021-09-18 20:00:38.250020,22,65,22.64,1018.379,0
2021-09-18 20:00:43.366343,22,65,22.64,1018.376,0
2021-09-18 20:00:48.493416,22,64,22.64,1018.381,0
2021-09-18 20:00:53.614341,22,64,22.64,1018.377,0
2021-09-18 20:00:58.718540,22,64,22.64,1018.382,0
2021-09-18 20:01:03.849176,22,65,22.63,1018.388,0
2021-09-18 20:01:08.959990,22,65,22.63,1018.383,0
2021-09-18 20:01:14.090433,22,65,22.63,1018.393,0
2021-09-18 20:01:19.217289,22,65,22.63,1018.393,0
2021-09-18 20:01:24.337395,22,65,22.63,1018.389,0
2021-09-18 20:01:29.445225,22,64,22.63,1018.391,0
2021-09-18 20:01:34.570384,22,64,22.62,1018.392,0
2021-09-18 20:01:39.700887,22,64,22.62,1018.395,0
2021-09-18 20:01:44.806436,22,64,22.62,1018.41,0
2021-09-18 20:01:49.923994,22,65,22.62,1018.412,0
2021-09-18 20:01:55.044875,22,65,22.62,1018.404,0
2021-09-18 20:02:00.165385,22,65,22.61,1018.396,0
2021-09-18 20:02:05.286492,22,65,22.61,1018.392,0
2021-09-18 20:02:10.407406,22,65,22.61,1018.396,0
2021-09-18 20:02:15.524846,22,65,22.61,1018.392,0
2021-09-18 20:02:20.652478,22,65,22.61,1018.397,0
2021-09-18 20:02:25.774459,22,65,22.61,1018.4,0
2021-09-18 20:02:30.891690,22,65,22.61,1018.4,0
2021-09-18 20:02:36.017370,22,67,22.6,1018.396,0
2021-09-18 20:02:41.125449,22,67,22.6,1018.392,0
2021-09-18 20:02:46.253056,22,66,22.6,1018.397,0
2021-09-18 20:02:51.370421,22,66,22.6,1018.395,0
2021-09-18 20:02:56.492941,22,66,22.59,1018.398,0
2021-09-18 20:03:01.607970,22,66,22.59,1018.396,0
2021-09-18 20:03:06.724750,22,67,22.59,1018.399,0
2021-09-18 20:03:11.862461,22,66,22.59,1018.402,0
2021-09-18 20:03:16.967737,22,67,22.59,1018.407,0
2021-09-18 20:03:22.097676,22,67,22.59,1018.407,0
2021-09-18 20:03:27.217524,22,67,22.59,1018.413,0
2021-09-18 20:03:32.331427,22,67,22.59,1018.418,0
2021-09-18 20:03:37.425537,22,66,22.58,1018.41,0
2021-09-18 20:03:42.514627,22,66,22.58,1018.413,0
2021-09-18 20:03:47.614180,22,66,22.58,1018.411,0
2021-09-18 20:03:52.803473,22,66,22.58,1018.416,0
2021-09-18 20:03:57.922303,22,67,22.58,1018.421,0
2021-09-18 20:04:03.056434,22,66,22.58,1018.417,0
2021-09-18 20:04:08.170099,22,66,22.57,1018.415,0
2021-09-18 20:04:13.289095,22,66,22.57,1018.417,0
2021-09-18 20:04:18.409097,22,66,22.57,1018.421,0
2021-09-18 20:04:23.518829,22,67,22.57,1018.425,0
2021-09-18 20:04:28.604089,22,67,22.57,1018.426,0
2021-09-18 20:04:33.765566,22,67,22.57,1018.431,0
2021-09-18 20:04:38.890629,22,66,22.56,1018.429,0
2021-09-18 20:04:44.017637,22,66,22.56,1018.427,0
2021-09-18 20:04:49.154606,22,67,22.56,1018.428,0
2021-09-18 20:04:54.253500,22,67,22.56,1018.431,0
2021-09-18 20:04:59.365566,22,67,22.56,1018.438,0
2021-09-18 20:05:04.492552,22,68,22.56,1018.444,0
2021-09-18 20:05:09.609278,22,68,22.56,1018.439,0
2021-09-18 20:05:14.730033,22,67,22.55,1018.432,0
2021-09-18 20:05:19.851732,22,67,22.55,1018.435,0
2021-09-18 20:05:24.966688,22,67,22.55,1018.435,0
2021-09-18 20:05:30.097951,22,66,22.54,1018.434,0
2021-09-18 20:05:35.221574,22,65,22.54,1018.429,0
2021-09-18 20:05:40.324893,22,65,22.54,1018.426,0
2021-09-18 20:05:45.456716,22,66,22.54,1018.421,0
2021-09-18 20:05:50.566434,22,66,22.54,1018.42,0
2021-09-18 20:05:55.681684,22,67,22.54,1018.424,0
2021-09-18 20:06:00.802582,22,67,22.54,1018.415,0
2021-09-18 20:06:05.922522,22,66,22.54,1018.42,0
2021-09-18 20:06:11.044441,22,66,22.54,1018.417,0
2021-09-18 20:06:16.168371,22,66,22.53,1018.418,0
2021-09-18 20:06:21.293202,22,66,22.53,1018.423,0
2021-09-18 20:06:26.408333,22,66,22.53,1018.426,0
2021-09-18 20:06:31.501699,22,65,22.53,1018.429,0
2021-09-18 20:06:36.641614,22,66,22.53,1018.429,0
2021-09-18 20:06:41.773048,22,66,22.53,1018.434,0
2021-09-18 20:06:46.881785,22,66,22.53,1018.432,0
2021-09-18 20:06:52.003932,22,66,22.52,1018.43,0
2021-09-18 20:06:57.119836,22,67,22.52,1018.432,0
2021-09-18 20:07:02.252588,22,67,22.52,1018.43,0
2021-09-18 20:07:07.378750,22,67,22.52,1018.436,0
2021-09-18 20:07:12.468452,22,68,22.52,1018.443,0
2021-09-18 20:07:17.616386,22,67,22.52,1018.439,0
2021-09-18 20:07:22.721263,22,67,22.52,1018.432,0
2021-09-18 20:07:27.849776,22,66,22.52,1018.436,0
2021-09-18 20:07:33.015234,22,67,22.52,1018.432,0
2021-09-18 20:07:38.188732,22,68,22.51,1018.434,0
2021-09-18 20:07:43.302227,22,68,22.51,1018.423,0
2021-09-18 20:07:48.389127,22,67,22.51,1018.432,0
2021-09-18 20:07:53.488079,22,67,22.51,1018.442,0
2021-09-18 20:07:58.579979,22,67,22.5,1018.435,0
2021-09-18 20:08:03.694802,22,66,22.5,1018.43,0
2021-09-18 20:08:08.801712,22,66,22.5,1018.435,0
2021-09-18 20:08:13.929742,22,67,22.49,1018.436,0
2021-09-18 20:08:19.050722,22,67,22.49,1018.441,0
2021-09-18 20:08:24.170703,22,67,22.49,1018.447,0
2021-09-18 20:08:29.287458,22,68,22.49,1018.445,0
2021-09-18 20:08:34.414589,22,68,22.49,1018.448,0
2021-09-18 20:08:39.538420,22,68,22.49,1018.442,0
2021-09-18 20:08:44.650199,22,67,22.49,1018.433,0
2021-09-18 20:08:49.765153,22,66,22.48,1018.435,0
2021-09-18 20:08:54.885333,22,66,22.48,1018.431,0
2021-09-18 20:09:00.014462,22,66,22.48,1018.433,0
2021-09-18 20:09:05.131945,22,67,22.48,1018.429,0
2021-09-18 20:09:10.248825,22,67,22.48,1018.436,0
2021-09-18 20:09:15.378006,22,67,22.48,1018.433,0
2021-09-18 20:09:20.473037,22,67,22.48,1018.441,0
2021-09-18 20:09:25.615566,22,67,22.48,1018.441,0
2021-09-18 20:09:30.730838,22,67,22.48,1018.447,0
2021-09-18 20:09:35.848476,22,66,22.48,1018.445,0
2021-09-18 20:09:40.976532,22,66,22.48,1018.444,0
2021-09-18 20:09:46.093412,22,66,22.47,1018.435,0
2021-09-18 20:09:51.212047,22,66,22.47,1018.441,0
2021-09-18 20:09:56.328547,22,66,22.47,1018.44,0
2021-09-18 20:10:01.423273,22,65,22.47,1018.439,0
2021-09-18 20:10:06.516073,22,66,22.47,1018.451,0
2021-09-18 20:10:11.695709,22,66,22.47,1018.459,0
2021-09-18 20:10:16.805865,22,65,22.47,1018.461,0
2021-09-18 20:10:21.942026,22,66,22.47,1018.465,0
2021-09-18 20:10:27.047963,22,66,22.47,1018.454,0
2021-09-18 20:10:32.162749,22,66,22.47,1018.442,0
2021-09-18 20:10:37.285514,22,66,22.47,1018.447,0
2021-09-18 20:10:42.416204,22,65,22.46,1018.457,0
2021-09-18 20:10:47.532720,22,66,22.46,1018.458,0
2021-09-18 20:10:52.654834,22,66,22.46,1018.456,0
2021-09-18 20:10:57.771386,22,66,22.46,1018.451,0
2021-09-18 20:11:02.885909,22,66,22.46,1018.457,0
2021-09-18 20:11:08.017397,22,65,22.46,1018.451,0
2021-09-18 20:11:13.122738,22,64,22.46,1018.451,0
2021-09-18 20:11:18.245581,22,65,22.45,1018.445,0
2021-09-18 20:11:23.371087,22,65,22.45,1018.45,0
2021-09-18 20:11:28.491841,22,66,22.45,1018.452,0
2021-09-18 20:11:33.613024,22,65,22.45,1018.457,0
2021-09-18 20:11:38.729953,22,65,22.45,1018.461,0
2021-09-18 20:11:43.842003,22,66,22.45,1018.461,0
2021-09-18 20:11:48.973864,22,65,22.45,1018.451,0
2021-09-18 20:11:54.092758,22,65,22.45,1018.453,0
2021-09-18 20:11:59.226767,22,65,22.45,1018.458,0
2021-09-18 20:12:04.330936,22,66,22.45,1018.454,0
2021-09-18 20:12:09.450110,22,65,22.45,1018.458,0
2021-09-18 20:12:14.574456,22,65,22.44,1018.453,0
2021-09-18 20:12:19.691470,22,65,22.44,1018.457,0
2021-09-18 20:12:24.807350,22,66,22.44,1018.451,0
2021-09-18 20:12:29.923678,22,66,22.44,1018.451,0
2021-09-18 20:12:35.044858,22,66,22.44,1018.45,0
2021-09-18 20:12:40.176013,22,66,22.44,1018.451,0
2021-09-18 20:12:45.286879,22,67,22.44,1018.453,0
2021-09-18 20:12:50.387999,22,66,22.43,1018.459,0
2021-09-18 20:12:55.473799,22,66,22.43,1018.468,0
2021-09-18 20:13:00.568699,22,65,22.43,1018.459,0
2021-09-18 20:13:05.775845,22,65,22.43,1018.46,0
2021-09-18 20:13:10.891574,22,65,22.43,1018.46,0
2021-09-18 20:13:15.981424,22,65,22.43,1018.458,0
2021-09-18 20:13:21.123510,22,65,22.42,1018.454,0
2021-09-18 20:13:26.255915,22,65,22.42,1018.456,0
2021-09-18 20:13:31.374871,22,65,22.42,1018.456,0
2021-09-18 20:13:36.459870,22,65,22.42,1018.453,0
2021-09-18 20:13:41.607236,22,65,22.42,1018.449,0
2021-09-18 20:13:46.728552,22,65,22.42,1018.453,0
2021-09-18 20:13:51.844028,22,65,22.42,1018.463,0
2021-09-18 20:13:56.961895,22,65,22.42,1018.465,0
2021-09-18 20:14:02.092124,22,66,22.41,1018.465,0
2021-09-18 20:14:07.210257,22,67,22.41,1018.461,0
2021-09-18 20:14:12.329887,22,67,22.41,1018.464,0
2021-09-18 20:14:17.419762,22,66,22.41,1018.464,0
2021-09-18 20:14:22.504943,22,66,22.41,1018.477,0
2021-09-18 20:14:27.604988,22,66,22.4,1018.478,0
2021-09-18 20:14:32.704439,22,65,22.4,1018.493,0
2021-09-18 20:14:37.823395,22,65,22.4,1018.488,0
2021-09-18 20:14:42.946884,22,66,22.4,1018.489,0
2021-09-18 20:14:48.033886,22,66,22.4,1018.492,0
2021-09-18 20:14:53.193162,22,66,22.4,1018.485,0
2021-09-18 20:14:58.311567,22,67,22.39,1018.485,0
2021-09-18 20:15:03.432098,22,67,22.39,1018.49,0
2021-09-18 20:15:08.540893,22,67,22.39,1018.488,0
2021-09-18 20:15:13.666307,22,66,22.39,1018.482,0
2021-09-18 20:15:18.801965,22,66,22.39,1018.479,0
2021-09-18 20:15:23.914343,22,66,22.39,1018.486,0
2021-09-18 20:15:29.028051,22,65,22.39,1018.484,0
2021-09-18 20:15:34.146629,22,66,22.38,1018.479,0
2021-09-18 20:15:39.265884,22,66,22.38,1018.469,0
2021-09-18 20:15:44.400314,22,66,22.38,1018.459,0
2021-09-18 20:15:49.507895,22,67,22.38,1018.464,0
2021-09-18 20:15:54.631376,22,67,22.38,1018.467,0
2021-09-18 20:15:59.745505,22,68,22.38,1018.469,0
2021-09-18 20:16:04.873562,22,67,22.38,1018.469,0
2021-09-18 20:16:09.985341,22,67,22.37,1018.461,0
2021-09-18 20:16:15.107246,22,67,22.38,1018.465,0
2021-09-18 20:16:20.238004,22,67,22.37,1018.469,0
2021-09-18 20:16:25.349858,22,67,22.37,1018.466,0
2021-09-18 20:16:30.474014,22,67,22.37,1018.468,0
2021-09-18 20:16:35.584567,22,67,22.37,1018.464,0
2021-09-18 20:16:40.716950,22,67,22.37,1018.471,0
2021-09-18 20:16:45.828083,22,67,22.37,1018.467,0
2021-09-18 20:16:50.944004,22,66,22.37,1018.473,0
2021-09-18 20:16:56.063972,21,67,22.36,1018.475,0
2021-09-18 20:17:01.185983,21,67,22.36,1018.472,0
2021-09-18 20:17:06.307161,22,67,22.36,1018.468,0
2021-09-18 20:17:11.428001,21,68,22.36,1018.454,0
2021-09-18 20:17:16.546185,21,67,22.36,1018.452,0
2021-09-18 20:17:21.674867,22,66,22.36,1018.45,0
2021-09-18 20:17:26.779004,21,66,22.35,1018.455,0
2021-09-18 20:17:31.895658,22,67,22.35,1018.461,0
2021-09-18 20:17:37.032001,21,67,22.35,1018.464,0
2021-09-18 20:17:42.146062,21,67,22.35,1018.478,0
2021-09-18 20:17:47.267943,21,66,22.35,1018.481,0
2021-09-18 20:17:52.395875,21,67,22.35,1018.487,0
2021-09-18 20:17:57.506053,21,67,22.35,1018.499,0
2021-09-18 20:18:02.621049,22,67,22.35,1018.499,0
2021-09-18 20:18:07.743099,21,68,22.34,1018.497,0
2021-09-18 20:18:12.874182,21,68,22.34,1018.502,0
2021-09-18 20:18:17.991826,21,67,22.34,1018.503,0
2021-09-18 20:18:23.106483,21,67,22.34,1018.5,0
2021-09-18 20:18:28.226361,22,67,22.34,1018.498,0
2021-09-18 20:18:33.354195,21,67,22.34,1018.491,0
2021-09-18 20:18:38.474054,21,67,22.34,1018.494,0
2021-09-18 20:18:43.584201,21,67,22.34,1018.496,0
2021-09-18 20:18:48.733024,21,67,22.34,1018.501,0
2021-09-18 20:18:53.823140,21,68,22.34,1018.496,0
2021-09-18 20:18:58.942099,21,68,22.34,1018.499,0
2021-09-18 20:19:04.062223,21,68,22.34,1018.501,0
2021-09-18 20:19:09.189830,21,68,22.33,1018.5,0
2021-09-18 20:19:14.310710,21,67,22.33,1018.493,0
2021-09-18 20:19:19.433742,21,68,22.33,1018.495,0
2021-09-18 20:19:24.556473,21,68,22.33,1018.493,0
2021-09-18 20:19:29.665537,21,68,22.33,1018.496,0
2021-09-18 20:19:34.787307,21,68,22.33,1018.501,0
2021-09-18 20:19:39.903387,21,69,22.32,1018.505,0
2021-09-18 20:19:45.023492,21,69,22.32,1018.514,0
2021-09-18 20:19:50.150249,21,68,22.32,1018.515,0
2021-09-18 20:19:55.261228,21,68,22.32,1018.515,0
2021-09-18 20:20:00.385509,21,68,22.32,1018.521,0
2021-09-18 20:20:05.503074,21,68,22.31,1018.521,0
2021-09-18 20:20:10.582837,21,68,22.31,1018.524,0
2021-09-18 20:20:15.754952,21,68,22.31,1018.518,0
2021-09-18 20:20:20.866957,21,68,22.31,1018.514,0
2021-09-18 20:20:25.988601,21,68,22.31,1018.519,0
2021-09-18 20:20:31.109142,21,67,22.31,1018.519,0
2021-09-18 20:20:36.228170,21,67,22.31,1018.517,0
2021-09-18 20:20:41.323109,21,68,22.31,1018.517,0
2021-09-18 20:20:46.461126,21,68,22.31,1018.507,0
2021-09-18 20:20:51.598941,21,68,22.31,1018.507,0
2021-09-18 20:20:56.719397,21,68,22.3,1018.506,0
2021-09-18 20:21:01.825152,21,67,22.3,1018.501,0
2021-09-18 20:21:06.947131,21,67,22.3,1018.509,0
2021-09-18 20:21:12.067310,21,67,22.3,1018.512,0
2021-09-18 20:21:17.182194,21,67,22.3,1018.517,0
2021-09-18 20:21:22.317206,21,67,22.29,1018.518,0
2021-09-18 20:21:27.440905,21,67,22.29,1018.511,0
2021-09-18 20:21:32.556785,21,67,22.29,1018.52,0
2021-09-18 20:21:37.660647,21,67,22.29,1018.519,0
2021-09-18 20:21:42.790180,21,68,22.29,1018.516,0
2021-09-18 20:21:47.914676,21,68,22.29,1018.521,0
2021-09-18 20:21:53.018429,21,67,22.29,1018.521,0
2021-09-18 20:21:58.120246,21,68,22.29,1018.516,0
2021-09-18 20:22:03.269533,21,68,22.29,1018.519,0
2021-09-18 20:22:08.398224,21,68,22.29,1018.521,0
2021-09-18 20:22:13.482578,21,67,22.28,1018.512,0
2021-09-18 20:22:18.634172,21,66,22.28,1018.515,0
2021-09-18 20:22:23.759866,21,66,22.28,1018.516,0
2021-09-18 20:22:28.866068,21,66,22.28,1018.516,0
2021-09-18 20:22:33.990019,21,66,22.28,1018.521,0
2021-09-18 20:22:39.117005,21,66,22.28,1018.528,0
2021-09-18 20:22:44.229338,21,67,22.28,1018.532,0
2021-09-18 20:22:49.342195,21,67,22.27,1018.525,0
2021-09-18 20:22:54.438716,21,68,22.27,1018.532,0
2021-09-18 20:22:59.528716,21,67,22.27,1018.527,0
2021-09-18 20:23:04.627968,21,67,22.27,1018.527,0
2021-09-18 20:23:09.716717,21,68,22.27,1018.532,0
2021-09-18 20:23:14.846375,21,68,22.27,1018.533,0
2021-09-18 20:23:19.968271,21,68,22.27,1018.536,0
2021-09-18 20:23:25.094287,21,67,22.27,1018.542,0
2021-09-18 20:23:30.208255,21,68,22.27,1018.549,0
2021-09-18 20:23:35.326822,21,67,22.26,1018.552,0
2021-09-18 20:23:40.451803,21,67,22.26,1018.555,0
2021-09-18 20:23:45.562224,21,67,22.26,1018.547,0
2021-09-18 20:23:50.680862,21,68,22.26,1018.54,0
2021-09-18 20:23:55.797250,21,68,22.26,1018.54,0
2021-09-18 20:24:00.919721,21,68,22.26,1018.545,0
2021-09-18 20:24:06.041778,21,68,22.26,1018.546,0
2021-09-18 20:24:11.172586,21,68,22.26,1018.546,0
2021-09-18 20:24:16.293245,21,68,22.26,1018.55,0
2021-09-18 20:24:21.403247,21,67,22.26,1018.55,0
2021-09-18 20:24:26.521424,21,67,22.25,1018.546,0
2021-09-18 20:24:31.647006,21,67,22.25,1018.545,0
2021-09-18 20:24:36.767286,21,67,22.25,1018.55,0
2021-09-18 20:24:41.886293,21,68,22.25,1018.553,0
2021-09-18 20:24:47.009327,21,68,22.25,1018.545,0
2021-09-18 20:24:52.129177,21,68,22.24,1018.539,0
2021-09-18 20:24:57.247183,21,68,22.24,1018.539,0
2021-09-18 20:25:02.369014,21,68,22.24,1018.541,0
2021-09-18 20:25:07.487895,21,68,22.24,1018.534,0
2021-09-18 20:25:12.600947,21,69,22.24,1018.539,0
2021-09-18 20:25:17.736621,21,68,22.24,1018.536,0
2021-09-18 20:25:22.841584,21,67,22.24,1018.539,0
2021-09-18 20:25:27.968717,21,67,22.24,1018.542,0
2021-09-18 20:25:33.093170,21,67,22.24,1018.544,0
2021-09-18 20:25:38.210477,21,67,22.24,1018.54,0
2021-09-18 20:25:43.338470,21,67,22.24,1018.54,0
2021-09-18 20:25:48.447412,21,67,22.24,1018.539,0
2021-09-18 20:25:53.567260,21,67,22.23,1018.537,0
2021-09-18 20:25:58.682133,21,68,22.23,1018.543,0
2021-09-18 20:26:03.810068,21,68,22.23,1018.558,0
2021-09-18 20:26:08.920018,21,69,22.23,1018.559,0
2021-09-18 20:26:14.046889,21,69,22.23,1018.562,0
2021-09-18 20:26:19.163943,21,70,22.23,1018.567,0
2021-09-18 20:26:24.276096,21,70,22.22,1018.565,0
2021-09-18 20:26:29.370823,21,69,22.22,1018.552,0
2021-09-18 20:26:34.458747,21,69,22.22,1018.557,0
2021-09-18 20:26:39.652529,21,69,22.22,1018.566,0
2021-09-18 20:26:44.775872,21,68,22.22,1018.574,0
2021-09-18 20:26:49.884258,21,67,22.22,1018.584,0
2021-09-18 20:26:55.006381,21,67,22.22,1018.583,0
2021-09-18 20:27:00.126356,21,67,22.22,1018.577,0
2021-09-18 20:27:05.241365,21,68,22.22,1018.576,0
2021-09-18 20:27:10.375249,21,68,22.21,1018.573,0
2021-09-18 20:27:15.512058,21,68,22.21,1018.587,0
2021-09-18 20:27:20.613009,21,68,22.21,1018.578,0
2021-09-18 20:27:25.724938,21,67,22.21,1018.578,0
2021-09-18 20:27:30.854870,21,67,22.21,1018.578,0
2021-09-18 20:27:35.966049,21,67,22.21,1018.578,0
2021-09-18 20:27:41.078678,21,67,22.21,1018.579,0
2021-09-18 20:27:46.201584,21,67,22.21,1018.593,0
2021-09-18 20:27:51.331616,21,67,22.21,1018.593,0
2021-09-18 20:27:56.421427,21,68,22.21,1018.594,0
2021-09-18 20:28:01.522328,21,68,22.21,1018.592,0
2021-09-18 20:28:06.616269,21,67,22.21,1018.579,0
2021-09-18 20:28:11.803233,21,67,22.21,1018.579,0
2021-09-18 20:28:16.926242,21,68,22.21,1018.586,0
2021-09-18 20:28:22.040121,21,68,22.2,1018.585,0
2021-09-18 20:28:27.173413,21,68,22.2,1018.582,0
2021-09-18 20:28:32.282457,21,68,22.2,1018.586,0
2021-09-18 20:28:37.371883,21,68,22.2,1018.589,0
2021-09-18 20:28:42.463376,21,69,22.2,1018.598,0
2021-09-18 20:28:47.651824,21,68,22.2,1018.594,0
2021-09-18 20:28:52.754591,21,68,22.19,1018.595,0
2021-09-18 20:28:57.886609,21,68,22.19,1018.6,0
2021-09-18 20:29:03.008373,21,68,22.19,1018.61,0
2021-09-18 20:29:08.147120,21,68,22.19,1018.61,0
2021-09-18 20:29:13.243630,21,68,22.19,1018.616,0
2021-09-18 20:29:18.367531,21,68,22.19,1018.623,0
2021-09-18 20:29:23.464439,21,68,22.19,1018.618,0
2021-09-18 20:29:28.550656,21,69,22.19,1018.613,0
2021-09-18 20:29:33.734393,21,68,22.19,1018.618,0
2021-09-18 20:29:38.859355,21,68,22.19,1018.634,0
2021-09-18 20:29:43.968007,21,68,22.19,1018.631,0
2021-09-18 20:29:49.081786,21,67,22.19,1018.636,0
2021-09-18 20:29:54.205293,21,67,22.18,1018.632,0
2021-09-18 20:29:59.326274,21,67,22.18,1018.629,0
2021-09-18 20:30:04.417924,21,67,22.18,1018.634,0
2021-09-18 20:30:09.504655,21,67,22.18,1018.642,0
2021-09-18 20:30:14.678683,21,67,22.18,1018.64,0
2021-09-18 20:30:19.798719,21,68,22.18,1018.639,0
2021-09-18 20:30:24.923487,21,68,22.18,1018.64,0
2021-09-18 20:30:30.048472,21,68,22.18,1018.64,0
2021-09-18 20:30:35.174535,21,67,22.18,1018.64,0
2021-09-18 20:30:40.289838,21,67,22.18,1018.64,0
2021-09-18 20:30:45.393852,21,67,22.18,1018.638,0
2021-09-18 20:30:50.484570,21,67,22.17,1018.644,0
2021-09-18 20:30:55.584669,21,67,22.17,1018.647,0
2021-09-18 20:31:00.764673,21,68,22.17,1018.65,0
2021-09-18 20:31:05.885454,21,68,22.17,1018.653,0
2021-09-18 20:31:11.023631,21,68,22.17,1018.658,0
2021-09-18 20:31:16.121802,21,68,22.17,1018.658,0
2021-09-18 20:31:21.244542,21,68,22.17,1018.66,0
2021-09-18 20:31:26.367740,21,68,22.16,1018.661,0
2021-09-18 20:31:31.495947,21,68,22.16,1018.659,0
2021-09-18 20:31:36.605201,21,68,22.16,1018.654,0
2021-09-18 20:31:41.754436,21,68,22.16,1018.645,0
2021-09-18 20:31:46.941646,21,68,22.16,1018.652,0
2021-09-18 20:31:52.069735,21,68,22.16,1018.656,0
2021-09-18 20:31:57.183545,21,69,22.16,1018.663,0
2021-09-18 20:32:02.314672,21,69,22.15,1018.666,0
2021-09-18 20:32:07.408572,21,69,22.15,1018.662,0
2021-09-18 20:32:12.505173,21,68,22.15,1018.664,0
2021-09-18 20:32:17.667646,21,68,22.15,1018.673,0
2021-09-18 20:32:22.765165,21,67,22.15,1018.675,0
2021-09-18 20:32:27.904751,21,67,22.14,1018.668,0
2021-09-18 20:32:33.033584,21,67,22.14,1018.67,0
2021-09-18 20:32:38.152784,21,68,22.15,1018.67,0
2021-09-18 20:32:43.273225,21,68,22.14,1018.673,0
2021-09-18 20:32:48.371816,21,68,22.14,1018.675,0
2021-09-18 20:32:53.460615,21,68,22.14,1018.681,0
2021-09-18 20:32:58.549419,21,69,22.14,1018.684,0
2021-09-18 20:33:03.753554,21,68,22.14,1018.683,0
2021-09-18 20:33:08.868437,21,68,22.14,1018.686,0
2021-09-18 20:33:13.989220,21,69,22.14,1018.686,0
2021-09-18 20:33:19.114151,21,69,22.14,1018.682,0
2021-09-18 20:33:24.223585,21,68,22.14,1018.68,0
2021-09-18 20:33:29.352792,21,68,22.14,1018.682,0
2021-09-18 20:33:34.439741,21,68,22.13,1018.677,0
2021-09-18 20:33:39.523860,21,68,22.13,1018.68,0
2021-09-18 20:33:44.729740,21,68,22.13,1018.68,0
2021-09-18 20:33:49.844910,21,67,22.13,1018.681,0
2021-09-18 20:33:54.947662,21,67,22.13,1018.685,0
2021-09-18 20:34:00.073627,21,66,22.13,1018.683,0
